Id,SalePrice
1461,117149.164
1462,151737.06
1463,170735.56
1464,185716.88
1465,195514.9
1466,179025.1
1467,169823.88
1468,168341.06
1469,187267.88
1470,124160.68
1471,210248.42
1472,99992.64
1473,99923.125
1474,154966.52
1475,135342.69
1476,418605.66
1477,263577.9
1478,304390.84
1479,264007.38
1480,471145.53
1481,319844.97
1482,219706.12
1483,168398.92
1484,170619.55
1485,178125.25
1486,196019.39
1487,322622.03
1488,237582.31
1489,200655.42
1490,216759.97
1491,191095.89
1492,85808.625
1493,197142.31
1494,301904.88
1495,291542.97
1496,229225.36
1497,182172.6
1498,162357.73
1499,168440.12
1500,152732.48
1501,168561.7
1502,156151.1
1503,306474.9
1504,231208.62
1505,224074.97
1506,192982.4
1507,241910.98
1508,187627.8
1509,167006.06
1510,145089.02
1511,142143.31
1512,182320.8
1513,141994.2
1514,171231.72
1515,203069.56
1516,164649.14
1517,154408.61
1518,137463.73
1519,225810.16
1520,133363.61
1521,134167.23
1522,167616.86
1523,105045.79
1524,128382.33
1525,122951.23
1526,123709.2
1527,109992.14
1528,131058.71
1529,153675.9
1530,172134.52
1531,109610.695
1532,109983.55
1533,142004.97
1534,117637.96
1535,148878.25
1536,113405.805
1537,71398.96
1538,183410.9
1539,214031.62
1540,91110.24
1541,143678.36
1542,132317.89
1543,220793.53
1544,78969.3
1545,104177.79
1546,126165.02
1547,128381.836
1548,130507.41
1549,112586.47
1550,133926.11
1551,115055.11
1552,128410.98
1553,151620.14
1554,105437.99
1555,165996.98
1556,77615.03
1557,116306.84
1558,98948.04
1559,80063.95
1560,138730.0
1561,136563.27
1562,126462.08
1563,123777.48
1564,148869.4
1565,141721.38
1566,224204.88
1567,80122.45
1568,225429.8
1569,138994.6
1570,128466.86
1571,131598.92
1572,150616.78
1573,257727.03
1574,115458.62
1575,222244.08
1576,215829.5
1577,201643.33
1578,150372.44
1579,147459.52
1580,189120.11
1581,146446.77
1582,128878.53
1583,353512.34
1584,225916.9
1585,142394.22
1586,87508.58
1587,101303.195
1588,149285.0
1589,96889.85
1590,134499.55
1591,95095.586
1592,122008.33
1593,134803.03
1594,114675.61
1595,111629.25
1596,234985.81
1597,195051.52
1598,203555.58
1599,199049.17
1600,192899.86
1601,83774.84
1602,110427.3
1603,103260.44
1604,276693.03
1605,241566.2
1606,162299.95
1607,190353.39
1608,207577.17
1609,199696.2
1610,149925.55
1611,141570.12
1612,170411.75
1613,150894.95
1614,131422.38
1615,96143.39
1616,80822.0
1617,95946.336
1618,124513.6
1619,136233.89
1620,162823.19
1621,133164.23
1622,143316.7
1623,291145.6
1624,215944.12
1625,126658.49
1626,170805.55
1627,186137.6
1628,275335.94
1629,182951.97
1630,379973.62
1631,218079.0
1632,239943.62
1633,171716.38
1634,187735.39
1635,183467.03
1636,157679.64
1637,168505.83
1638,208609.67
1639,183225.92
1640,253357.12
1641,177686.73
1642,214710.9
1643,220989.34
1644,222861.94
1645,184549.45
1646,153760.03
1647,164380.33
1648,131324.66
1649,139678.38
1650,117066.81
1651,121144.05
1652,100968.234
1653,104527.35
1654,158798.31
1655,157054.66
1656,149562.31
1657,155343.95
1658,151918.27
1659,144059.5
1660,148108.42
1661,436096.5
1662,414346.53
1663,410974.06
1664,318534.94
1665,311074.1
1666,331369.5
1667,346413.53
1668,329271.72
1669,313115.38
1670,349072.16
1671,271353.6
1672,476809.88
1673,302320.5
1674,249453.86
1675,181973.23
1676,189268.88
1677,215783.86
1678,452882.16
