Id,SalePrice
1461,110000.0
1462,148000.0
1463,185000.0
1464,183200.0
1465,192000.0
1466,187000.0
1467,208300.0
1468,177000.0
1469,203000.0
1470,129500.0
1471,187750.0
1472,118000.0
1473,106000.0
1474,155000.0
1475,141000.0
1476,370878.0
1477,256300.0
1478,320000.0
1479,147000.0
1480,501837.0
1481,256300.0
1482,202500.0
1483,194700.0
1484,208900.0
1485,170000.0
1486,225000.0
1487,267000.0
1488,255000.0
1489,198900.0
1490,215000.0
1491,203000.0
1492,40000.0
1493,174000.0
1494,248000.0
1495,310000.0
1496,215000.0
1497,206000.0
1498,151000.0
1499,160000.0
1500,81000.0
1501,183200.0
1502,196000.0
1503,339750.0
1504,161000.0
1505,215000.0
1506,204750.0
1507,216500.0
1508,193500.0
1509,172500.0
1510,148000.0
1511,148000.0
1512,194000.0
1513,118500.0
1514,150000.0
1515,257500.0
1516,171000.0
1517,129500.0
1518,110000.0
1519,279500.0
1520,132500.0
1521,148000.0
1522,167000.0
1523,99500.0
1524,117500.0
1525,110000.0
1526,123000.0
1527,79900.0
1528,119000.0
1529,147500.0
1530,168000.0
1531,136900.0
1532,117000.0
1533,145000.0
1534,102776.0
1535,155000.0
1536,110500.0
1537,76000.0
1538,168000.0
1539,168000.0
1540,87000.0
1541,146500.0
1542,125000.0
1543,250000.0
1544,40000.0
1545,85400.0
1546,98300.0
1547,145000.0
1548,152000.0
1549,115000.0
1550,125000.0
1551,115000.0
1552,161500.0
1553,112000.0
1554,127000.0
1555,207500.0
1556,126000.0
1557,150000.0
1558,95000.0
1559,127000.0
1560,207500.0
1561,244000.0
1562,130000.0
1563,144000.0
1564,143000.0
1565,154000.0
1566,190000.0
1567,95000.0
1568,204750.0
1569,197500.0
1570,147000.0
1571,145000.0
1572,149350.0
1573,215000.0
1574,160000.0
1575,190000.0
1576,187500.0
1577,198900.0
1578,162900.0
1579,149900.0
1580,203000.0
1581,142500.0
1582,140000.0
1583,305900.0
1584,228000.0
1585,149000.0
1586,90000.0
1587,115000.0
1588,140000.0
1589,95000.0
1590,144900.0
1591,103200.0
1592,160000.0
1593,125000.0
1594,135000.0
1595,161500.0
1596,241500.0
1597,128500.0
1598,170000.0
1599,189000.0
1600,189000.0
1601,89000.0
1602,120000.0
1603,109500.0
1604,316600.0
1605,239500.0
1606,180000.0
1607,141000.0
1608,198900.0
1609,198900.0
1610,167500.0
1611,160000.0
1612,174000.0
1613,180000.0
1614,118500.0
1615,91500.0
1616,91500.0
1617,94500.0
1618,142000.0
1619,125000.0
1620,142953.0
1621,81000.0
1622,152000.0
1623,324000.0
1624,204750.0
1625,110000.0
1626,145000.0
1627,185000.0
1628,305000.0
1629,168500.0
1630,305900.0
1631,212000.0
1632,249700.0
1633,170000.0
1634,185000.0
1635,183200.0
1636,162000.0
1637,190000.0
1638,219500.0
1639,172500.0
1640,244400.0
1641,148000.0
1642,193000.0
1643,161000.0
1644,210000.0
1645,170000.0
1646,152000.0
1647,141000.0
1648,142000.0
1649,148000.0
1650,97000.0
1651,124500.0
1652,100000.0
1653,100000.0
1654,128500.0
1655,175500.0
1656,149500.0
1657,128500.0
1658,149500.0
1659,175500.0
1660,128500.0
1661,426000.0
1662,370878.0
1663,377426.0
1664,465000.0
1665,337500.0
1666,284000.0
1667,282922.0
1668,314813.0
1669,285000.0
1670,326000.0
1671,383970.0
1672,501837.0
1673,285000.0
1674,256300.0
1675,194700.0
1676,196000.0
1677,230000.0
1678,465000.0
1679,440000.0
1680,318061.0
1681,266000.0
1682,270000.0
1683,179000.0
1684,160000.0
1685,174000.0
1686,160200.0
1687,170000.0
1688,205000.0
1689,200141.0
1690,184000.0
1691,178740.0
1692,269500.0
1693,170000.0
1694,185000.0
1695,170000.0
1696,239686.0
1697,170000.0
1698,305000.0
1699,359100.0
1700,214000.0
1701,258000.0
1702,255000.0
1703,230000.0
1704,305000.0
1705,201000.0
1706,501837.0
1707,182000.0
1708,250580.0
1709,315500.0
1710,209500.0
1711,283463.0
1712,147000.0
1713,248328.0
1714,215000.0
1715,186500.0
1716,205000.0
1717,205000.0
1718,84500.0
1719,213500.0
1720,230000.0
1721,205000.0
1722,84500.0
1723,152000.0
1724,182000.0
1725,222000.0
1726,181000.0
1727,153900.0
1728,189000.0
1729,158900.0
1730,158000.0
1731,125000.0
1732,135960.0
1733,125500.0
1734,148000.0
1735,129900.0
1736,125000.0
1737,430000.0
1738,248000.0
1739,253000.0
1740,193000.0
1741,153337.0
1742,183200.0
1743,183900.0
1744,240000.0
1745,225000.0
1746,285000.0
1747,205000.0
1748,207000.0
1749,181000.0
1750,148000.0
1751,235000.0
1752,110000.0
1753,141500.0
1754,277000.0
1755,165000.0
1756,129500.0
1757,129900.0
1758,157000.0
1759,215000.0
1760,162000.0
1761,167500.0
1762,190000.0
1763,155000.0
1764,125000.0
1765,121500.0
1766,176000.0
1767,193500.0
1768,135000.0
1769,174000.0
1770,132000.0
1771,145000.0
1772,152000.0
1773,157000.0
1774,135000.0
1775,135000.0
1776,115000.0
1777,110000.0
1778,129500.0
1779,118000.0
1780,178400.0
1781,125000.0
1782,141000.0
1783,116000.0
1784,101800.0
1785,119200.0
1786,110000.0
1787,116900.0
1788,82000.0
1789,95000.0
1790,82500.0
1791,126000.0
1792,152000.0
1793,131500.0
1794,143750.0
1795,128900.0
1796,94500.0
1797,95000.0
1798,141000.0
1799,121600.0
1800,118500.0
1801,162900.0
1802,162900.0
1803,131500.0
1804,135960.0
1805,137000.0
1806,66500.0
1807,135000.0
1808,97000.0
1809,132000.0
1810,159000.0
1811,124000.0
1812,128000.0
1813,121600.0
1814,110000.0
1815,55000.0
1816,115000.0
1817,128000.0
1818,118500.0
1819,120000.0
1820,87000.0
1821,79000.0
1822,132000.0
1823,55993.0
1824,177000.0
1825,169000.0
1826,101800.0
1827,102776.0
1828,136900.0
1829,115000.0
1830,87000.0
1831,157000.0
1832,100000.0
1833,160000.0
1834,132000.0
1835,184000.0
1836,79000.0
1837,88000.0
1838,145000.0
1839,79900.0
1840,179000.0
1841,162000.0
1842,84000.0
1843,150000.0
1844,151000.0
1845,143900.0
1846,139000.0
1847,91500.0
1848,82000.0
1849,85000.0
1850,128900.0
1851,159000.0
1852,141000.0
1853,124000.0
1854,202500.0
1855,90000.0
1856,239000.0
1857,189000.0
1858,118964.0
1859,118964.0
1860,153337.0
1861,118964.0
1862,320000.0
1863,320000.0
1864,320000.0
1865,315500.0
1866,314813.0
1867,255000.0
1868,324000.0
1869,181000.0
1870,297000.0
1871,283463.0
1872,176000.0
1873,383970.0
1874,132000.0
1875,215000.0
1876,204750.0
1877,213000.0
1878,204000.0
1879,128500.0
1880,135960.0
1881,215000.0
1882,258000.0
1883,195000.0
1884,248000.0
1885,255000.0
1886,316600.0
1887,220000.0
1888,297000.0
1889,156932.0
1890,142000.0
1891,147000.0
1892,117500.0
1893,132000.0
1894,141000.0
1895,162000.0
1896,126000.0
1897,125000.0
1898,127500.0
1899,115000.0
1900,143000.0
1901,162000.0
1902,98600.0
1903,244400.0
1904,107000.0
1905,172500.0
1906,140000.0
1907,204750.0
1908,115000.0
1909,81000.0
1910,115000.0
1911,204750.0
1912,311872.0
1913,189000.0
1914,101000.0
1915,392500.0
1916,90000.0
1917,250000.0
1918,135500.0
1919,159500.0
1920,142600.0
1921,395192.0
1922,315500.0
1923,257500.0
1924,279500.0
1925,284000.0
1926,395192.0
1927,147000.0
1928,170000.0
1929,124900.0
1930,139000.0
1931,135000.0
1932,130500.0
1933,207500.0
1934,185000.0
1935,185000.0
1936,185000.0
1937,185000.0
1938,183200.0
1939,212000.0
1940,192000.0
1941,181000.0
1942,165600.0
1943,202500.0
1944,317000.0
1945,402861.0
1946,110000.0
1947,314813.0
1948,110000.0
1949,224900.0
1950,178000.0
1951,311872.0
1952,311872.0
1953,179900.0
1954,222500.0
1955,105900.0
1956,229000.0
1957,110000.0
1958,336000.0
1959,126000.0
1960,135750.0
1961,115000.0
1962,89000.0
1963,89000.0
1964,113000.0
1965,146000.0
1966,141000.0
1967,290000.0
1968,440000.0
1969,402861.0
1970,426000.0
1971,333168.0
1972,335000.0
1973,275000.0
1974,282922.0
1975,465000.0
1976,312500.0
1977,312500.0
1978,340000.0
1979,318061.0
1980,185500.0
1981,412500.0
1982,254000.0
1983,202500.0
1984,175500.0
1985,260000.0
1986,260000.0
1987,171750.0
1988,175900.0
1989,205000.0
1990,210000.0
1991,230000.0
1992,248000.0
1993,178740.0
1994,260000.0
1995,168500.0
1996,258000.0
1997,333168.0
1998,372500.0
1999,236000.0
2000,267000.0
2001,226000.0
2002,226000.0
2003,255000.0
2004,202900.0
2005,245500.0
2006,201000.0
2007,230000.0
2008,250580.0
2009,188000.0
2010,180000.0
2011,84500.0
2012,203000.0
2013,175900.0
2014,130500.0
2015,195000.0
2016,217000.0
2017,225000.0
2018,125000.0
2019,124500.0
2020,121000.0
2021,127500.0
2022,170000.0
2023,142600.0
2024,216500.0
2025,333168.0
2026,196000.0
2027,81000.0
2028,146000.0
2029,125000.0
2030,277500.0
2031,285000.0
2032,285000.0
2033,285000.0
2034,183900.0
2035,219210.0
2036,172500.0
2037,251000.0
2038,328900.0
2039,245500.0
2040,386250.0
2041,240000.0
2042,248000.0
2043,159000.0
2044,175000.0
2045,190000.0
2046,135000.0
2047,152000.0
2048,130250.0
2049,135000.0
2050,184000.0
2051,109900.0
2052,138800.0
2053,147000.0
2054,106500.0
2055,159000.0
2056,94500.0
2057,133700.0
2058,277000.0
2059,131500.0
2060,197500.0
2061,121500.0
2062,136000.0
2063,125500.0
2064,135000.0
2065,109500.0
2066,143900.0
2067,143900.0
2068,135000.0
2069,106250.0
2070,79500.0
2071,108000.0
2072,97500.0
2073,142500.0
2074,174000.0
2075,147000.0
2076,140000.0
2077,147500.0
2078,132500.0
2079,117500.0
2080,110000.0
2081,110000.0
2082,141000.0
2083,128500.0
2084,116050.0
2085,133000.0
2086,73000.0
2087,141000.0
2088,107000.0
2089,82000.0
2090,112000.0
2091,128000.0
2092,141500.0
2093,129500.0
2094,141000.0
2095,125000.0
